Genes;ProteinAccessions;ProteinDescriptions;log2 daf2_d1_01;log2 daf2_d1_02;log2 daf2_d1_03;log2 daf2_d1_04;log2 N2_d1_01;log2 N2_d1_02;log2 N2_d1_03;log2 N2_d1_04; -Log.p.value;Student's T-test q-value daf2_d1_N2_d1;log2FC;Student's T-test Test statistic daf2_d1_N2_d1;Sign p-val: 0.05 
CELE_F39H12,3;Q20199;Uncharacterized protein;15,5309;15,1976;15,8309;15,1228;15,2636;14,8718;14,8856;14,9891;1,17805;0,0459686;0,41803;2,23979;+
csq-1;Q20203;Calsequestrin;18,3144;17,9065;18,1658;18,1403;18,4456;18,1597;18,6376;18,4526;1,18467;0,0454781;-0,292092;-2,25087;+
rps-11;Q20206;Ribosomal Protein, Small subunit;18,192;18,0683;18,0399;17,9367;18,9603;18,5488;18,5566;18,8992;2,86497;0,00192677;-0,682;-5,61281;+
CELE_F40F4,7;Q20220;Uncharacterized protein;13,5712;13,8242;13,6935;13,502;14,2955;13,54;13,7382;13,3582;0,151493;0,624884;-0,0852177;-0,39641;
lbp-1;Q20223;Fatty acid-binding protein homolog 1;19,2539;18,9785;19,1086;19,3545;18,1796;18,4571;18,5735;18,3514;3,26148;0,00100613;0,783495;6,6745;+
lbp-2;Q20224;Fatty acid-binding protein homolog 2;19,6945;18,7933;19,4051;19,1122;18,5267;18,643;19,3032;18,6935;0,893475;0,0889826;0,459652;1,76618;
rps-9;Q20228;40S ribosomal protein S9;19,1132;19,0249;19,0134;18,971;19,4653;19,7762;19,5937;19,5317;3,5887;0,000398438;-0,561098;-7,66482;+
lsm-1;Q20229;LSM Sm-like protein;13,937;13,7091;13,5609;13,9508;13,2126;13,4062;13,5698;13,687;1,21176;0,0428184;0,320568;2,29631;+
F40F8,1;Q20230;UMP-CMP kinase 2;15,7795;15,2679;15,1279;14,7898;14,3537;14,8556;14,8196;14,3299;1,39067;0,0278655;0,651578;2,59977;+
drap-1;"Q20237;Q86G95";DRAP1 corepressor homolog;13,4103;13,102;13,1396;13,8573;13,8595;12,0647;13,4086;13,6093;0,121052;0,684199;0,141765;0,324267;
CELE_F40G12,5;Q20246;Uncharacterized protein;13,1384;12,9933;11,9869;12,4573;11,0532;10,6467;10,6804;10,6636;3,27088;0,00101235;1,88301;6,70142;+
F41C3,4;Q20263;Probable Golgi transport protein 1;14,1619;14,4415;13,8913;14,057;14,6709;14,6714;14,9088;14,8063;2,54526;0,00270643;-0,626413;-4,8508;+
acs-11;Q20264;Fatty Acid CoA Synthetase family;17,1595;17,0475;17,2022;16,7773;16,3769;16,67;16,4624;16,6111;2,3509;0,00360196;0,51653;4,42277;+
fip-5;Q20276;Fungus-Induced Protein;17,287;17,2645;17,392;17,2238;16,72;17,9121;17,4615;17,2384;0,0581091;0,829777;-0,0411701;-0,164468;
fipr-21;Q20277;FIP (Fungus-Induced Protein) Related;19,3104;19,058;19,342;19,1716;19,299;18,6886;18,8166;18,9172;1,01873;0,0651861;0,290143;1,97428;
CELE_F41G3,6;Q20287;Uncharacterized protein;15,237;13,8272;13,8478;13,5913;14,0346;13,764;13,8203;14,0423;0,220915;0,512028;0,21051;0,551374;
elo-5;"Q20300;V6CLH1";"Elongation of very long chain fatty acids protein 5;Elongation of very long chain fatty acids protein";16,4747;15,7424;15,9254;15,6725;15,2041;15,5573;15,529;15,3785;1,44695;0,0252278;0,53653;2,69672;+
elo-6;Q20303;Elongation of very long chain fatty acids protein 6;15,5484;15,7511;15,8686;15,1285;15,5149;13,9561;13,9999;16,2547;0,494228;0,244371;0,642753;1,08286;
abcf-3;Q20306;ABC transporter, class F;15,096;15,0911;15,1007;14,9009;15,9863;15,9094;15,8461;15,931;5,3159;0;-0,871027;-15,3492;+
CELE_F42A10,5;Q20310;Uncharacterized protein;17,5116;17,4968;17,5358;17,5999;16,9623;16,6706;16,8055;16,8058;4,55441;0;0,724953;11,3582;+
CELE_F42A10,6;Q20311;Uncharacterized protein;16,3554;15,7638;15,7785;15,8174;16,072;15,9898;15,9993;15,9559;0,207125;0,531106;-0,0754902;-0,521516;
CELE_F42A10,7;Q20312;Uncharacterized protein;14,5203;13,9272;13,9617;14,3406;14,6194;14,2974;14,3236;14,2421;0,498157;0,241993;-0,183162;-1,08993;
grl-4;Q20327;GRound-Like (Grd related);13,7039;14,6561;14,668;14,8019;14,209;14,2874;14,6054;12,883;0,453301;0,273379;0,461299;1,00853;
CELE_F42C5,9;Q20329;Uncharacterized protein;15,499;15,3763;15,4839;15,3688;15,5242;15,4023;15,447;15,4237;0,151524;0,624945;-0,0172653;-0,396481;
ifo-1;Q20330;Intermediate Filament Organize;14,3305;14,4285;14,7346;14,5979;14,6207;14,5645;14,6371;14,6872;0,516015;0,231276;-0,104465;-1,12192;
tni-1;Q20334;Troponin I 1;16,1606;15,6822;15,461;15,253;16,0801;15,8323;15,4504;15,4724;0,103811;0,721329;-0,0695825;-0,282039;
CELE_F42F12,4;Q20340;1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase;15,2687;15,0555;15,0271;14,4008;14,3128;14,2714;14,2535;14,2838;1,89639;0,00971981;0,657625;3,50851;+
CELE_F42F12,3;Q20344;Uncharacterized protein;11,1498;10,6868;10,7815;10,574;12,3744;11,7259;12,0027;12,1275;3,32483;0,000905901;-1,25956;-6,8576;+
alh-11;"Q20352;Q8MNS6";ALdehyde deHydrogenase;14,867;13,948;13,6965;15,0224;13,314;13,9429;14,064;13,8172;0,809084;0,110828;0,598915;1,62537;
CELE_F43C9,2;Q20358;Uncharacterized protein;19,0344;18,864;19,2374;14,7366;13,532;15,0018;14,8925;14,9544;1,60119;0,0179423;3,37294;2,96714;+
sip-1;Q20363;Stress-induced protein 1;20,2149;20,2516;20,1598;19,7835;18,9312;19,1597;18,8586;18,6802;3,73556;0,000446389;1,19502;8,14739;+
rab-33;Q20365;Ras-related protein Rab-33;17,0261;16,2959;17,1884;16,6955;13,3841;12,6118;12,6849;13,8603;4,30142;0;3,66617;10,2625;+
patr-1;Q20374;Protein PAT1 homolog 1;14,3197;13,6472;13,9279;13,3266;13,5565;13,8844;13,8193;13,6769;0,118596;0,688875;0,07109;0,318315;
sptl-2;Q20375;Serine palmitoyltransferase 2;14,301;13,2626;14,4248;12,7986;13,6393;13,4987;13,2281;14,4603;0,00692377;0,977046;-0,00986505;-0,0206638;
nucb-1;"Q20384;Q8MQ51";NUCleoBindin homolog;16,3085;15,8741;15,6199;15,735;15,9845;15,5254;15,4956;15,8029;0,424914;0,293971;0,182255;0,956164;
ppt-1;Q20390;Palmitoyl-protein thioesterase 1;13,5876;13,142;12,6168;13,3214;11,6285;11,3064;11,6978;12,1062;2,87673;0,00193119;1,48224;5,64235;+
CELE_F44D12,2;Q20392;Uncharacterized protein;14,6007;14,6016;14,6551;14,6355;15,3637;14,6317;14,7221;15,1721;1,02125;0,0648508;-0,34919;-1,97847;
F44G4,2;Q20412;Probable NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial;16,0665;15,912;16,3342;15,5572;17,2759;16,9035;16,4576;16,8684;2,09821;0,00613611;-0,90889;-3,90085;+
CELE_F45D3,4;"Q20420;Q52GY5";Uncharacterized protein;12,116;12,8491;13,2768;12,7779;11,2683;11,7521;11,8361;11,9183;2,03791;0,007137;1,06125;3,78151;+
mrpl-14;Q20430;Mitochondrial Ribosomal Protein, Large;15,9043;15,6962;15,6681;15,657;15,5976;16,131;16,0949;15,9868;0,814057;0,109379;-0,221175;-1,6337;
cnep-1;Q20432;CTD nuclear envelope phosphatase 1 homolog;12,8996;12,6711;11,4744;12,1914;10,1348;9,63691;9,87757;10,6005;3,00375;0,00172354;2,24671;5,96865;+
smg-4;"Q20445;Q8WQF3";Suppressor with Morphological effect on Genitalia;14,1646;13,8578;13,6131;13,8888;13,9368;14,1995;13,2314;13,6055;0,233852;0,494191;0,137772;0,579019;
ztf-7;Q20448;Zinc finger putative Transcription Factor family;16,1822;16,1418;16,2867;16,3058;16,7256;16,6919;16,7242;16,6609;4,48421;0;-0,471505;-11,0439;+
CELE_F46G10,1;Q20476;Uncharacterized protein;16,1978;15,9535;15,9691;15,7273;15,7709;16,0805;15,892;16,0194;0,0638118;0,815189;0,0212376;0,179634;
lact-1;Q20489;Beta-LACTamase domain containing;10,8549;10,6668;10,7335;10,8417;12,3497;10,8091;12,1909;12,9876;1,5309;0,0211047;-1,31008;-2,843;+
rhi-1;Q20496;Probable rho GDP-dissociation inhibitor;16,2934;16,2518;16,3305;16,327;15,6105;15,6419;15,6926;15,6539;6,67539;0;0,65093;26,0481;+
haly-1;Q20502;Histidine ammonia-lyase;17,0321;16,873;16,9508;16,7457;16,8724;16,6424;16,7865;16,9211;0,503007;0,238976;0,0948029;1,09864;
acbp-3;Q20507;Acyl-CoA-binding protein homolog 3;18,2812;17,8744;17,8127;17,9344;17,499;17,3925;18,2512;17,7997;0,501726;0,239533;0,240093;1,09634;
pepm-1;Q20520;PEPtidase M1 domain containing;12,0233;12,5151;12,2821;12,4503;12,8074;13,883;14,1631;12,9493;1,73056;0,0130054;-1,13296;-3,20013;+
CELE_F47B8,8;Q20521;Uncharacterized protein;10,9705;10,3587;10,7109;10,7588;13,1177;12,9219;12,4448;11,771;2,91049;0,00186263;-1,86411;-5,72776;+
CELE_F47G9,1;Q20546;Uncharacterized protein;15,7528;15,7219;15,5729;15,4679;15,1841;15,671;15,6918;15,5719;0,308074;0,402698;0,099175;0,731654;
pqn-39;Q20576;Prion-like-(Q/N-rich)-domain-bearing protein;14,742;14,1945;14,3272;14,5808;14,0348;14,092;14,0505;14,3972;1,10521;0,0532082;0,317553;2,11813;
CELE_F49C12,7;"Q20584;Q27GQ5";Uncharacterized protein;14,9799;13,4746;13,6361;13,4625;14,0918;14,6738;14,7899;13,8303;0,48145;0,253279;-0,45815;-1,05979;
rpn-7;Q20585;26S proteasome non-ATPase regulatory subunit 6;15,6813;15,5364;15,4718;15,376;15,9862;15,8644;15,9324;15,7484;2,37019;0,0035814;-0,366475;-4,46418;+
F49C12,11;Q20588;Translation machinery-associated protein 7 homolog;18,3223;18,1173;18,3468;18,165;17,4666;18,0355;17,9161;17,8281;1,70527;0,0142566;0,426268;3,15409;+
dod-23;Q20615;Downstream Of DAF-16 (Regulated by DAF-16);13,8039;12,8673;12,777;13,3179;14,681;15,6468;15,8581;15,5329;3,16223;0,00107042;-2,23817;-6,39543;+
skpo-1;Q20616;Peroxidase skpo-1;15,6399;15,781;15,8487;15,8351;15,9752;16,1999;16,0894;16,1779;2,51645;0,00280073;-0,33439;-4,78578;+
CELE_F49E2,5;Q20626;Uncharacterized protein;18,1714;18,0018;18,2041;17,8801;17,3319;17,166;17,1398;17,3697;3,84467;0,000491566;0,812498;8,52248;+
pam-1;"Q20627;Q4TT88";Aminopeptidase;17,9685;17,9414;17,9517;17,8875;17,846;17,9889;17,8773;17,6942;0,649076;0,165295;0,08568;1,35453;
cdd-2;Q20628;Cytidine deaminase;17,5585;17,4025;17,6845;17,2803;16,3033;16,416;16,5009;16,4238;4,47301;0;1,07047;10,9945;+
gcsh-2;Q20634;Glycine cleavage system H protein;19,5382;19,1532;19,6154;19,0751;17,8977;19,2614;18,1356;18,6989;1,35554;0,0303356;0,847065;2,53964;+
gpb-2;Q20636;Guanine nucleotide-binding protein subunit beta-2;13,9992;13,1089;12,5448;13,1483;13,3312;13,8553;13,5831;13,8118;0,662236;0,15951;-0,445059;-1,3771;
CELE_F52A8,1;Q20637;Uncharacterized protein;19,0135;18,5462;18,4318;18,7856;18,5454;18,4364;17,8388;17,7302;1,20506;0,0434824;0,556588;2,28507;+
nmy-1;Q20641;Non-muscle MYosin;16,0577;14,9987;14,9864;14,9613;15,4693;15,6184;15,4739;15,6528;0,507916;0,236586;-0,302588;-1,10744;
CELE_F52B5,2;Q20643;Uncharacterized protein;14,7608;14,8841;14,7871;15,1308;14,9205;14,9861;15,1673;15,2622;0,837436;0,103091;-0,193332;-1,67277;
rpl-25,2;Q20647;60S ribosomal protein L23a 2;19,9341;19,6504;19,9095;19,8998;20,2555;20,0276;20,0677;20,0484;1,60157;0,017921;-0,251319;-2,96782;+
ftt-2;Q20655;14-3-3-like protein 2;21,4042;21,309;21,0351;21,2286;21,013;21,6383;21,2819;21,3772;0,221137;0,511878;-0,0833573;-0,55185;
hsp-17;"Q20660;Q7JP52";Heat Shock Protein;16,608;16,6091;16,5593;16,3937;16,9868;16,9598;16,8831;17,0201;3,42419;0,000910017;-0,419898;-7,15294;+
CELE_F52E4,5;Q20675;Uncharacterized protein;15,5991;15,635;15,1879;15,4279;14,9819;14,5119;14,8923;14,7963;2,44395;0,00303472;0,666867;4,62462;+
pccb-1;"Q20676;Q8WQF1";Propionyl Coenzyme A Carboxylase Beta subunit;18,7521;18,1872;18,2482;18,1219;17,8935;18,0757;17,9939;17,9758;1,21666;0,0422885;0,342632;2,30454;+
sec-3;Q20678;Exocyst complex component 1;12,0258;12,368;11,3319;11,484;11,3895;10,8978;10,9061;11,5158;1,13112;0,0504805;0,625127;2,16135;
let-268;Q20679;Procollagen-lysine,2-oxoglutarate 5-dioxygenase;14,9022;14,6715;14,7219;14,6912;14,0269;14,391;14,2826;14,48;2,1731;0,00542712;0,45155;4,05175;+
F52H3,5;Q20683;Tetratricopeptide repeat protein 36 homolog;16,6874;16,2168;16,3876;15,8512;16,3619;16,0107;16,1309;16,2427;0,207376;0,530907;0,0991955;0,522062;
lec-2;Q20684;GaLECtin;19,1413;18,9954;19,1722;18,8917;18,8299;18,9596;19,3151;19,4882;0,238781;0,487673;-0,09799;-0,589462;
CELE_F53B3,6;Q20711;Uncharacterized protein;15,8892;15,916;16,1844;15,7355;15,7732;15,3264;15,2874;15,7162;1,37406;0,0288259;0,40548;2,57131;+
CELE_F53B7,3;Q20716;Uncharacterized protein;15,1751;14,7452;14,9352;14,469;14,6516;14,0217;14,2634;14,2615;1,43819;0,0254693;0,531585;2,68157;+
F53F4,10;Q20719;Probable NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial;18,4455;18,2736;18,136;17,7537;18,0958;18,2415;18,3885;18,466;0,376728;0,33306;-0,145755;-0,865496;
CELE_F53F4,11;Q20720;Uncharacterized protein;15,089;15,0098;15,0784;14,8179;15,2321;15,4174;15,5126;15,3943;2,41325;0,00315483;-0,390335;-4,55742;+
CELE_F53F4,13;Q20724;Uncharacterized protein;14,7302;15,2341;15,1819;15,031;15,929;14,971;14,9194;15,8014;0,585294;0,193814;-0,360863;-1,24416;
tbcb-1;Q20728;Tubulin-specific chaperone B;16,2495;15,6457;15,5113;15,339;16,2001;16,004;15,72;16,0967;0,6924;0,14813;-0,318845;-1,42858;
unc-84;Q20745;Nuclear migration and anchoring protein unc-84;13,636;13,6635;13,5116;14,5093;13,5996;14,0432;13,8004;13,5552;0,117765;0,690522;0,0805025;0,316296;
atad-3;Q20748;ATPase family AAA domain-containing protein 3;17,0023;16,6653;16,7032;16,7332;17,0259;17,2433;17,26;17,2531;2,34022;0,00377688;-0,419578;-4,39995;+
iff-2;Q20751;Eukaryotic translation initiation factor 5A-2;17,6101;17,571;17,3169;17,0091;17,9442;17,6985;16,9507;17,8271;0,377619;0,332601;-0,22836;-0,867193;
stc-1;Q20752;STCH (Truncated HSP) family;13,4751;13,4983;13,8167;14,016;14,3832;14,2897;13,4727;14,1522;0,751285;0,127594;-0,37291;-1,52829;
CELE_F54C9,3;Q20753;Uncharacterized protein;15,1127;14,5722;14,809;14,4053;14,9867;13,6972;13,6869;14,0662;0,914002;0,0849966;0,615553;1,80032;
col-38;Q20754;COLlagen;10,9583;10,4166;10,8008;10,7033;12,2423;12,4711;11,3316;13,1228;2,1754;0,00543895;-1,57221;-4,05645;+
bcs-1;"Q20755;Q58AA8";BCS1 (Mitochondrial chaperone) homolog;13,174;12,6306;12,6146;12,9251;13,7132;14,2472;14,3362;13,7995;2,92933;0,00188014;-1,18798;-5,77583;+
puf-5;Q20757;Pumilio domain-containing protein 5;12,3019;12,0161;10,8682;11,3272;13,0538;13,0047;12,5765;13,3737;2,0315;0,00720735;-1,37384;-3,76894;+
arl-1;Q20758;ADP-ribosylation factor-like protein 1;14,138;14,9554;14,8228;15,7092;14,4072;14,9767;14,9696;14,3066;0,270201;0,446846;0,24132;0,654953;
CELE_F54C9,9;Q20760;Uncharacterized protein;12,6261;12,114;12,0199;12,0544;13,0587;14,0146;14,1145;13,5657;2,73726;0,00211987;-1,48477;-5,29921;+
F54D1,6;Q20762;Uncharacterized protein F54D1,6;14,772;14,6926;14,6994;14,7141;15,0832;15,0138;15,2189;15,226;3,54659;0,000620561;-0,415927;-7,53097;+
CELE_F54D5,3;Q20769;Uncharacterized protein;16,6452;15,8475;15,9211;16,0021;15,9064;15,4047;15,5;15,8891;0,979637;0,0717731;0,428915;1,90936;
CELE_F54D5,4;Q20770;Uncharacterized protein;17,991;18,038;18,0014;17,8385;18,2352;18,4723;18,5199;18,6553;2,66892;0,00216314;-0,503413;-5,13652;+
F54D5,7;Q20772;Probable glutaryl-CoA dehydrogenase, mitochondrial;16,9936;16,7628;16,9754;16,4763;16,2373;16,3851;16,4858;16,5917;1,42043;0,0261628;0,377026;2,65094;+
dnj-13;Q20774;DNaJ domain (Prokaryotic heat shock protein);16,5297;16,3015;16,2107;16,396;16,2463;16,5183;16,1722;16,2874;0,210283;0,526878;0,0534306;0,528391;
tag-174;Q20779;Probable cytochrome c oxidase subunit 6A, mitochondrial;17,3839;17,5845;17,3717;17,4755;18,1651;17,8345;17,7055;18,5004;1,7473;0,012373;-0,597482;-3,23074;+
alh-1;Q20780;ALdehyde deHydrogenase;20,0361;19,8707;19,9063;19,9598;19,8387;19,8224;19,8201;19,8051;1,79743;0,0113658;0,121693;3,3231;+
CELE_F54F7,2;Q20789;Uncharacterized protein;13,5562;13,0204;13,2267;13,2968;13,2406;13,9748;13,165;12,7762;0,0175111;0,944046;-0,0141273;-0,0516537;
CELE_F54F7,3;Q20790;Uncharacterized protein;16,21;16,0173;16,0194;16,2354;15,9241;15,7152;15,8627;15,7686;2,15401;0,00569584;0,302857;4,013;+
CELE_F55A11,1;Q20796;Uncharacterized protein;15,7968;15,5289;15,5269;15,8177;14,9563;15,6316;15,8237;15,917;0,139846;0,646113;0,0854447;0,36915;
syx-5;Q20797;Putative syntaxin-5;12,6107;12,8271;12,1687;13,2997;12,9788;13,677;13,9236;13,4845;1,36504;0,0295265;-0,789425;-2,55588;+
sel-11;Q20798;E3 ubiquitin-protein ligase hrd-1;15,6523;15,7773;15,7431;14,7338;16,6543;17,0909;16,3654;16,0901;1,76879;0,0118643;-1,07353;-3,27021;+
rfip-1;"Q20813;Q8IG15;Q95ZS6";Rab-11 Family Interacting-Protein;13,5037;13,1154;13,2016;13,1597;12,5001;11,9982;12,1545;13,4399;1,12795;0,0508035;0,72192;2,15604;
ssp-35;Q20815;Sperm Specific family, class P;15,4015;15,2298;15,3573;15,3449;14,2135;14,4439;14,4556;14,6244;4,18069;0;0,899025;9,77427;+
tsfm-1;Q20819;Elongation factor Ts, mitochondrial;16,6226;16,3567;16,2433;16,3104;16,3024;16,3493;16,2637;16,398;0,254865;0,465873;0,054883;0,623214;
rskd-1;Q20821;Ribosomal protein S6 Kinase Delta homolog;13,644;12,6769;13,0474;13,6553;14,2896;14,6746;13,0269;14,1095;0,915691;0,0846536;-0,76926;-1,80313;
srpa-68;Q20822;Probable signal recognition particle subunit SRP68;15,6319;15,4101;15,2091;15,1746;15,4707;15,5814;15,585;15,8043;1,03838;0,0622953;-0,253912;-2,00695;
aman-1;Q20829;Alpha-mannosidase;15,9836;15,9655;16,0068;16,4198;15,595;15,2438;15,2893;15,6741;2,24347;0,00461145;0,643335;4,19638;+
F55G1,9;Q20848;Putative pyrroline-5-carboxylate reductase;14,9668;14,6405;14,3226;14,6131;15,1742;15,2801;15,3889;15,2228;2,39549;0,00326014;-0,630718;-4,51881;+
rod-1;Q20849;Kinetochore-associated protein rod-1;14,1556;14,2317;13,7517;14,5163;14,8764;14,346;14,3095;14,6555;0,942349;0,07884;-0,383018;-1,84743;
CELE_F56C9,7;Q20865;Uncharacterized protein;14,0522;13,8076;13,7151;13,6235;14,3145;13,9975;17,5357;14,2406;0,702416;0,144009;-1,22247;-1,44561;
CELE_F56C9,8;Q20866;Uncharacterized protein;12,3594;12,2964;12,299;12,6911;12,3047;10,8783;10,4538;12,0915;1,10494;0,0532331;0,97942;2,11768;
daz-1;Q20870;DAZ protein 1;14,5151;14,3849;14,0394;14,194;15,6125;15,1083;14,9675;14,64;1,89617;0,00970808;-0,79876;-3,50809;+
ddx-15;Q20875;Pre-mRNA-splicing factor ATP-dependent RNA helicase ddx-15;14,527;14,3829;15,0456;14,5013;15,2618;15,5036;15,3711;15,5893;2,60401;0,0023164;-0,81724;-4,98518;+
CELE_F56D3,1;Q20877;Uncharacterized protein;17,68;17,2497;17,3255;17,1787;16,9376;17,1578;17,187;17,0401;1,16614;0,0472277;0,27784;2,21984;+
CELE_F56D5,6;Q20881;Uncharacterized protein;15,873;16,0208;15,9809;15,8834;14,9952;15,138;15,2288;15,2551;4,55783;0;0,785243;11,3737;+
ifet-1;Q20898;Translational repressor ifet-1;16,4162;16,2772;16,4107;16,348;15,2233;15,2899;15,3375;15,4199;5,9771;0;1,04537;19,8702;+
yif-1;"Q20913;Q2PJ77";YIP1-Interacting Factor homolog;15,3144;14,7445;15,0836;14,9266;16,7128;16,4809;16,6749;17,0694;4,23044;0;-1,7172;-9,97285;+
"col-160;col-159";"Q20921;Q20922";COLlagen;15,4642;15,5647;15,7909;15,7037;15,3988;15,8683;16,0475;15,9469;0,53013;0,222788;-0,184535;-1,14705;
sun-1;Q20924;Sun domain-containing protein 1;13,0239;12,0938;12,3921;11,6779;12,0075;12,0056;11,9097;11,1781;0,736888;0,132204;0,521678;1,504;
byn-1;Q20932;Cell adhesion protein byn-1;13,741;13,4713;13,6057;13,3912;14,4914;14,3715;14,4451;14,1509;3,55021;0,000625235;-0,812397;-7,5424;+
rpn-6,1;Q20938;Probable 26S proteasome regulatory subunit rpn-6,1;16,6251;16,5464;16,4778;16,5619;16,3574;16,4728;16,5657;16,611;0,343946;0,363769;0,051095;0,802343;
F57B9,1;Q20939;Putative pyridoxamine 5'-phosphate oxidase;13,9563;13,972;14,4198;13,3058;13,8003;13,6819;13,7864;14,1161;0,099664;0,730255;0,0673122;0,271722;
mrp-2;Q20943;Uncharacterized protein;13,9629;13,1241;14,4696;12,1202;14,4378;13,9725;14,1885;14,2058;0,731667;0,133764;-0,781908;-1,49518;
CELE_F57F5,1;Q20950;Uncharacterized protein;18,8692;18,7665;18,5209;18,8724;18,1023;18,1761;18,0697;18,5051;2,24557;0,00462887;0,543968;4,20076;+
lys-4;Q20964;LYSozyme;14,8727;14,2184;14,2526;14,2828;16,574;16,681;16,7867;16,3677;4,73697;0;-2,19567;-12,2147;+
CELE_F58B3,6;Q20965;Uncharacterized protein;13,7938;13,8096;14,7793;13,54;14,3808;14,6824;15,0105;14,0812;0,823494;0,106806;-0,55805;-1,64948;
CELE_F58B3,7;Q20966;Uncharacterized protein;11,0044;10,7423;10,5896;10,7723;12,0725;10,9186;11,0256;11,529;1,14872;0,0487628;-0,609267;-2,19073;+
CELE_F58B3,4;Q20969;Uncharacterized protein;12,3645;11,6544;11,7858;12,0735;12,5035;13,0729;13,804;14,0166;1,95445;0,00849026;-1,37966;-3,61935;+
mrs-1;Q20970;Methionine--tRNA ligase, cytoplasmic;16,4394;16,4337;16,2142;16,4357;16,1216;16,358;16,0907;16,3663;0,783331;0,117722;0,146613;1,5822;
CELE_F58B4,5;Q20974;Uncharacterized protein;15,6053;15,8997;15,7066;16,1996;16,1956;16,0687;16,0713;16,2647;1,11405;0,0523514;-0,297258;-2,13288;
CELE_F58E6,5;Q20981;Major sperm protein;12,6693;12,5366;12,1068;13,444;12,5341;12,068;12,9217;11,9455;0,394821;0,317029;0,32185;0,899821;
acox-3;Q20992;Acyl-coenzyme A oxidase;13,9583;13,8736;13,7827;13,8686;14,3089;14,238;14,5163;15,0234;1,94262;0,00875218;-0,650835;-3,59664;+
myo-5;Q21000;MYOsin heavy chain structural genes;20,341;20,146;20,2583;20,181;19,9441;19,6921;19,7075;19,6028;2,95193;0,00179376;0,49497;5,83388;+
amph-1;Q21004;AMPHiphysin homolog;14,54;14,7457;14,4188;14,5874;15,1723;15,0134;15,1305;15,223;3,34997;0,000917609;-0,56183;-6,93137;+
F58H1,3;Q21012;Enolase-phosphatase E1;13,5384;13,6658;13,56;13,1688;13,8254;14,9008;14,2345;13,8824;1,4463;0,0252097;-0,727525;-2,6956;+
cri-3;Q21018;Conserved regulator of innate immunity protein 3;18,07;17,7311;17,7494;17,9426;18,0594;17,8185;18,0427;18,0716;0,580117;0,195557;-0,1248;-1,23512;
npp-9;"Q21021;Q86G90";Nuclear Pore complex Protein;16,5952;16,4545;16,4972;16,4217;17,4987;16,9671;16,9105;17,3279;2,4603;0,00300353;-0,68388;-4,66066;+
rnh-1,0;"Q21024;Q86MP4";RNase H;14,4537;14,1338;14,0509;14,3622;13,4312;13,2723;13,2188;13,7002;2,97089;0,00181553;0,844525;5,88294;+
ver-3;Q21038;Tyrosine-protein kinase receptor ver-3;13,3446;12,8326;13,067;13,0408;12,5309;12,3308;12,1121;12,5384;2,50428;0,00280181;0,693237;4,75847;+
vps-35;Q21053;Vacuolar protein sorting-associated protein 35;14,3458;14,3912;14,0759;14,4676;14,1797;14,4873;14,262;14,8657;0,308506;0,402224;-0,128563;-0,732515;
hch-1;Q21059;Zinc metalloproteinase nas-34;13,9295;15,9342;13,7969;15,3703;13,5226;14,3675;14,4381;14,0265;0,545729;0,213613;0,66904;1,17469;
ifa-3;Q21065;Intermediate filament protein ifa-3;18,4812;17,8718;18,0727;18,2621;17,9878;17,6403;17,91;17,796;1,18251;0,0455514;0,338403;2,24726;+
CELE_K01A11,2;Q21069;Uncharacterized protein;14,1971;14,0186;14,6131;14,3624;14,3813;14,6942;14,5709;14,6448;0,981053;0,0715068;-0,274988;-1,91171;
CELE_K01C8,1;Q21080;Uncharacterized protein;13,7283;13,4041;13,0486;13,8428;14,0379;14,0857;14,0334;13,6166;1,08744;0,055298;-0,437452;-2,08854;
mrpl-10;Q21083;Mitochondrial Ribosomal Protein, Large;15,0738;14,3071;13,7005;15,7604;13,3578;14,9881;14,7706;14,8591;0,139246;0,646755;0,216565;0,367736;
nst-1;Q21086;Guanine nucleotide-binding protein-like 3 homolog;15,2171;14,7963;14,9135;14,4739;16,078;16,0422;16,1257;15,8584;3,42465;0,000911565;-1,17586;-7,15433;+
CELE_K01D12,6;Q21096;Uncharacterized protein;13,8087;13,8596;13,8645;13,3157;13,7187;13,6321;13,849;15,2368;0,443116;0,280495;-0,39703;-0,989824;
dcaf-1;Q21106;DDB1- and CUL4-associated factor homolog 1;15,1044;14,7562;14,8418;15,2735;16,1337;15,5102;15,6639;15,0612;1,26263;0,0376902;-0,598278;-2,38195;+
endu-1;Q21109;Poly(U)-specific endoribonuclease homolog;14,4066;13,929;14,1395;13,3544;14,1298;14,2006;14,3124;14,6401;0,705661;0,142765;-0,363345;-1,45112;
mcu-1;Q21121;Calcium uniporter protein, mitochondrial;12,8752;12,5916;12,7721;12,9806;13,1375;12,9306;13,0492;14,1706;0,875641;0,0936802;-0,517108;-1,73649;
