Genes;ProteinAccessions;ProteinDescriptions;log2 daf2_d1_01;log2 daf2_d1_02;log2 daf2_d1_03;log2 daf2_d1_04;log2 eat2_d1_01;log2 eat2_d1_02;log2 eat2_d1_03;log2 eat2_d1_04; -Log.p.value;Student's T-test q-value daf2_d1_eat2_d1;log2FC;Student's T-test Test statistic daf2_d1_eat2_d1;Sign p-val: 0.05 
moma-1;Q21154;MICOS complex subunit MIC27;15,7353;16,1584;15,7556;16,0058;17,4305;17,1748;17,0717;17,5778;3,99424;0,000192593;-1,39995;-9,06103;+
rnp-5;Q21155;RNP (RRM RNA binding domain) containing;15,3064;15,3596;15,4528;15,4362;15,4398;14,5385;14,9762;14,9855;1,12883;0,0581211;0,403768;2,15752;
sur-5;Q21166;Acetoacetyl-CoA synthetase;15,4364;15,1121;15,0339;15,1149;15,6127;15,8965;15,2249;15,3534;1,0366;0,0717842;-0,347563;-2,00398;
taf-10;"Q21172;Q95ZS0";Transcription initiation factor TFIID subunit 10;12,2359;10,7955;10,8036;11,5456;12,4897;11,3576;12,1743;12,2254;0,850113;0,112322;-0,716587;-1,69393;
CELE_K03B4,2;Q21173;Uncharacterized protein;10,8487;10,6447;10,6367;10,7934;14,4599;13,6257;13,665;14,2189;5,307;0;-3,26147;-15,2957;+
CELE_K03B4,1;Q21174;Uncharacterized protein;14,3837;14,2745;14,1337;12,9079;13,9903;14,3255;13,971;14,4215;0,290904;0,44907;-0,252147;-0,697164;
CELE_K03B8,6;Q21182;Uncharacterized protein;13,8904;14,0082;13,8817;13,9944;13,7564;14,5101;14,6264;13,2762;0,113734;0,722844;-0,0985999;-0,306472;
pfn-3;Q21193;Profilin-3;16,7062;16,6121;16,9165;16,8267;16,653;16,2828;16,4884;16,3204;1,64506;0,0190679;0,329252;3,04547;+
CELE_K03H1,7;Q21196;Uncharacterized protein;12,6647;12,5164;10,8535;12,5057;11,158;12,6488;12,8886;10,8561;0,139844;0,669436;0,247252;0,369145;
mlc-6;Q21201;Myosin Light Chain;13,6698;13,0407;13,0855;13,3291;3,89304;9,00864;9,21896;10,6569;1,85013;0,01238;5,08689;3,4213;+
CELE_K04C2,2;Q21210;Uncharacterized protein;13,9106;13,609;13,4038;13,5985;14,3636;14,0003;14,1342;14,6206;2,03758;0,0079166;-0,649208;-3,78087;+
rack-1;Q21215;Guanine nucleotide-binding protein subunit beta-2-like 1;19,8049;19,7241;19,7111;19,5886;19,937;19,8997;20,1828;19,9442;1,9493;0,00959777;-0,283728;-3,60945;+
gta-1;Q21217;Probable 4-aminobutyrate aminotransferase, mitochondrial;19,6858;19,6162;19,3255;19,5086;19,177;19,523;19,4256;19,4938;0,539103;0,237849;0,129202;1,16297;
pept-1;Q21219;Peptide transporter family 1;14,5265;14,0916;14,8217;17,7383;14,8832;15,1637;14,9939;15,1824;0,105879;0,738397;0,238735;0,287161;
aho-3;Q21221;Uncharacterized protein;13,6905;13,3408;13,6217;13,445;13,7998;12,9092;13,504;13,3835;0,253875;0,492101;0,125375;0,621151;
cdc-48,3;Q21222;Cell Division Cycle related;13,594;12,7902;12,8293;12,784;14,7387;12,2788;13,1471;13,1236;0,237145;0,511837;-0,322645;-0,586;
ath-1;Q21224;Acyl protein THioesterase family;14,5058;13,5862;14,0663;14,3052;14,9615;14,0922;14,4955;14,6939;0,823471;0,119582;-0,444902;-1,64944;
vacl-14;Q21225;VAC (Yeast VACuole morphology)-Like;14,3629;13,8924;14,1936;14,021;14,774;14,6027;14,2638;14,6306;1,63301;0,0194731;-0,450313;-3,02388;+
CELE_K04G2,9;Q21228;Uncharacterized protein;14,8636;14,8701;15,4045;14,2649;14,9715;13,8205;14,16;14,4583;0,721082;0,153496;0,4982;1,47727;
K04G2,1;Q21230;Eukaryotic translation initiation factor 2 subunit 2;16,6905;16,5504;16,6104;16,8494;17,1775;17,0436;16,8459;17,0379;2,01239;0,00832267;-0,351072;-3,73156;+
nuo-4;Q21233;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial;17,0818;17,0578;16,8071;16,8318;17,4113;16,964;16,9792;16,9984;0,505912;0,257536;-0,14358;-1,10385;
lect-2;Q21241;LECT-2;14,8349;14,804;14,8242;14,6902;13,2233;14,0952;14,0801;13,1588;2,33884;0,00433551;1,14899;4,39702;+
gsnl-1;Q21253;Gelsolin-like protein 1;16,9014;16,7563;16,7019;16,5535;16,3147;16,2338;15,9601;16,3867;2,28514;0,00498925;0,50443;4,28337;+
tag-225;Q21265;Putative metalloproteinase inhibitor tag-225;16,94;17,1024;16,9144;16,9693;16,8248;16,8917;16,6079;16,6893;1,60667;0,0204315;0,228107;2,97689;+
CELE_K07C11,4;Q21266;Carboxylic ester hydrolase;13,3547;13,9359;14,0233;13,9856;13,7459;13,4372;13,3927;12,173;0,837366;0,115599;0,637645;1,67266;
CELE_K07C11,3;Q21267;Uncharacterized protein;17,0477;16,5359;16,1427;16,6729;15,028;15,0048;15,2887;15,8082;2,60498;0,00287343;1,31736;4,98743;+
cogc-6;Q21270;Conserved oligomeric Golgi complex subunit 6;13,6841;11,9104;12,4207;11,4895;14,8325;14,0547;12,8725;14,6742;1,42548;0,0298143;-1,73229;-2,65964;+
CELE_K07C5,2;Q21274;Uncharacterized protein;15,3286;14,8439;15,1919;15,0248;13,5319;15,474;14,0341;13,6662;1,04182;0,0707794;0,920768;2,01265;
CELE_K07C5,3;Q21275;Uncharacterized protein;13,2644;12,783;13,6611;13,2211;14,2975;12,9059;13,8733;13,8485;0,70437;0,159583;-0,498887;-1,44893;
K07C5,4;Q21276;Uncharacterized NOP5 family protein K07C5,4;16,5728;16,3824;16,4203;16,5581;17,3466;17,3354;17,3171;17,4738;5,21804;0;-0,884817;-14,7707;+
K07C5,6;Q21278;Pre-mRNA-splicing factor SLU7;14,2777;14,3469;13,4911;13,5735;14,2673;13,4487;13,6788;13,8545;0,147083;0,657383;0,109957;0,386136;
mup-4;Q21281;Transmembrane matrix receptor MUP-4;13,7375;13,7924;13,7608;13,5254;14,9239;13,9635;14,4657;14,466;1,97397;0,00923647;-0,750735;-3,65697;+
CELE_K07E3,4;Q21284;Uncharacterized protein;18,1769;17,6631;17,8041;17,9042;17,8607;18,0708;18,1256;18,1586;0,62244;0,194854;-0,166832;-1,30866;
dao-3;Q21285;Dauer or Aging adult Overexpression;17,1469;17,126;17,1743;17,1612;16,2261;16,5085;16,1481;16,1555;4,34544;0;0,892533;10,4459;+
ssp-10;Q21289;Sperm-specific class P protein 10;17,777;17,353;17,9427;17,7407;17,4244;17,2349;17,3908;17,7971;0,675753;0,171656;0,241578;1,40021;
nspd-2;Q21293;Nematode Specific Peptide family, group D;14,5966;15,7459;14,4097;14,8657;13,2148;13,6685;13,1949;12,4584;2,41854;0,00362927;1,77033;4,56895;+
ssq-1;Q21294;Sperm-Specific family, class Q;14,4629;14,0267;14,8192;15,1845;14,2422;13,4895;13,2076;14,3096;1,15188;0,0553796;0,811077;2,19602;
npp-1;"Q21295;Q9U3B9;Q9U3C1";Nuclear Pore complex Protein;14,3345;14,4572;14,4295;14,3875;14,8975;14,6465;14,6084;15,1242;1,8314;0,0128185;-0,417;-3,38627;+
CELE_K07F5,14;Q21298;Uncharacterized protein;13,4014;12,5927;14,116;12,5523;12,9606;14,0557;12,9455;13,9018;0,258083;0,486106;-0,300292;-0,629908;
crml-1;Q21301;CARMIL (Capping, ARp2/3, Myosin I Linker protein) homolog;13,5462;12,7005;12,1317;12,7433;12,9769;13,0449;13,1551;12,8442;0,31955;0,416051;-0,224847;-0,754463;
mek-1;Q21307;Dual specificity mitogen-activated protein kinase kinase mek-1;13,9477;14,134;14,0543;13,8712;13,5715;13,0613;13,1345;12,986;2,88777;0,00170029;0,813455;5,67018;+
CELE_K08C7,1;Q21312;Uncharacterized protein;13,1082;12,3246;13,7154;12,4718;14,5042;14,3259;14,379;14,4912;2,48657;0,00305544;-1,52009;-4,71894;+
rnp-2;Q21322;RNP (RRM RNA binding domain) containing;15,1858;15,0047;15,1054;15,4333;15,4968;16,0444;15,4633;15,3509;1,18923;0,0514404;-0,406558;-2,25852;
rnp-3;Q21323;RNP (RRM RNA binding domain) containing;15,9323;15,5659;15,6498;15,1186;15,4448;15,3146;15,4643;15,2297;0,528917;0,243394;0,203317;1,1449;
dnj-15;"Q21324;U4PF47";DNaJ domain (Prokaryotic heat shock protein);14,5198;14,2167;14,3923;14,5184;13,8433;13,2201;12,0643;13,6658;1,61133;0,020305;1,2134;2,98519;+
CELE_K08E4,6;Q21336;Uncharacterized protein;14,2998;14,2717;14,5169;14,2323;13,339;14,8435;14,9295;15,1533;0,226529;0,527164;-0,23617;-0,563414;
spt-5;Q21338;Transcription elongation factor SPT5;14,8851;14,5622;14,6978;14,5553;14,514;14,5854;14,8462;14,4313;0,283984;0,455727;0,0808899;0,683132;
eak-7;Q21342;Enhancer of AKt-1 null;14,8559;13,4528;13,4468;14,2216;15,0576;14,2107;14,0383;14,1636;0,398034;0,33829;-0,373295;-0,90588;
gtbp-1;Q21351;Ras-Gtpase-activating protein SH3 (Three) domain-Binding Protein;18,6003;18,4856;18,4658;18,3763;18,6842;18,2758;18,2351;18,3299;0,391721;0,344479;0,100735;0,893965;
glt-3;Q21353;Putative sodium-dependent excitatory amino acid transporter glt-3;13,8055;14,6838;13,8047;13,9626;14,1786;13,4715;13,9277;13,951;0,296496;0,441731;0,181978;0,708445;
gst-4;Q21355;Glutathione S-transferase 4;16,8608;17,1301;17,2366;16,6732;15,8756;16,3831;16,4264;16,0715;2,28866;0,00483738;0,786033;4,29078;+
CELE_K09E2,3;Q21392;Uncharacterized protein;16,0853;15,499;16,0459;16,0181;15,9021;15,7798;15,4758;15,7254;0,537665;0,238764;0,191315;1,16042;
CELE_K10D3,4;Q21418;Uncharacterized protein;11,7627;11,9721;10,7058;11,8683;12,6157;12,2534;12,8387;11,8015;1,12852;0,0581746;-0,800088;-2,157;
pix-1;Q21430;PIX (PAK (p21-activated kinase) Interacting eXchange factor) homolog;14,2457;13,6709;13,9906;13,2092;14,4918;16,0168;14,0429;14,222;0,924425;0,0932321;-0,91429;-1,81765;
nas-11;Q21432;Zinc metalloproteinase nas-11;15,4948;15,3664;15,2463;15,2638;14,9939;14,9823;14,5672;14,537;2,21536;0,00586599;0,572725;4,13828;+
smf-1;Q21434;NRAMP-like transporter smf-1;13,41;13,3406;12,9482;13,1504;10,8868;11,0984;10,9694;11,1609;5,73403;0;2,18343;18,0758;+
npp-3;Q21436;Nuclear Pore complex Protein;13,5195;12,9461;13,0337;13,3398;13,1257;13,1471;13,0396;12,6746;0,578794;0,216855;0,213002;1,2328;
lmn-1;Q21443;Lamin-1;19,1658;19,0374;19,1004;18,93;18,6452;19,4029;18,5602;19,3105;0,131857;0,686178;0,078742;0,350211;
cogc-2;Q21444;Conserved oligomeric Golgi complex subunit 2;15,1355;16,5375;14,5533;12,9195;14,0621;13,9465;14,9042;14,8602;0,167802;0,621841;0,343193;0,433922;
M01F1,3;Q21452;Lipoyl synthase, mitochondrial;15,6457;14,8629;15,8205;14,4463;15,0855;14,5727;14,8082;14,9949;0,424451;0,318502;0,328535;0,955303;
CELE_M01F1,4;"Q21453;Q5CZ47";Uncharacterized protein;15,5116;14,2643;14,447;14,6454;14,4022;14,72;14,411;14,8804;0,143801;0,662695;0,113655;0,378454;
mrpl-35;Q21454;Probable 39S ribosomal protein L35, mitochondrial;14,4108;13,8145;15,0428;14,3775;14,6424;14,9875;15,0864;14,2026;0,444371;0,302342;-0,318327;-0,992134;
asns-2;Q21463;Asparagine synthetase;16,3078;16,4687;16,1358;16,5013;15,5485;15,481;15,6961;15,2598;3,35026;0,000682105;0,857053;6,93223;+
zig-12;Q21465;2 (Zwei) IG domain protein;18,0459;17,6645;18,0431;18,0773;17,9714;17,1369;17,0837;17,9067;0,836388;0,115889;0,433005;1,67102;
clec-265;Q21471;C-type LECtin;13,3684;13,5715;13,6707;12,4565;13,5395;13,1744;13,1194;13,1359;0,0284929;0,923589;0,0244801;0,0830693;
aqp-7;Q21473;AQuaPorin or aquaglyceroporin related;16,0287;16,5897;16,0497;15,5004;17,5444;16,1003;15,6993;16,8102;0,488008;0,268796;-0,496462;-1,07164;
atg-2;Q21480;AuTophaGy (Yeast Atg homolog);15,2417;15,1685;15,3449;14,9295;12,9753;13,6331;12,3409;14,3879;2,19667;0,00595489;1,83683;4,09988;+
dhs-28;Q21481;DeHydrogenases, Short chain;17,7562;17,6397;17,8732;17,5842;17,6808;17,5816;17,6596;17,7332;0,288733;0,451324;0,0495458;0,69277;
hat-1;Q21484;Histone AcetylTransferase;15,2144;14,6236;14,9694;14,8379;14,8837;14,64;14,9684;14,8048;0,250085;0,496551;0,08709;0,613234;
prp-3;Q21486;Yeast PRP (Splicing factor) related;14,3005;14,1999;14,0127;14,4384;13,7224;14,1947;14,0833;14,4024;0,350811;0,383014;0,1372;0,815676;
mep-1;Q21502;MOG interacting and ectopic P-granules protein 1;14,8346;14,5159;15,2318;14,8554;14,5829;13,0604;14,2788;13,659;1,40016;0,0318658;0,964192;2,61606;+
CELE_M04B2,4;Q21504;Uncharacterized protein;12,4408;11,1738;12,1777;12,0355;13,2619;13,384;12,2129;12,9351;1,39672;0,0321551;-0,9915;-2,61014;+
CELE_M05B5,4;Q21515;Uncharacterized protein;14,9205;14,4651;14,4834;14,2887;14,4896;14,5876;14,6395;14,4002;0,0242247;0,935368;0,0102501;0,0709442;
lact-4;Q21523;Beta-LACTamase domain containing;13,495;13,1449;13,2032;13,3335;12,4051;13,611;12,701;12,5297;0,852687;0,111725;0,482445;1,69823;
CELE_M05D6,6;Q21525;Uncharacterized protein;16,9066;16,8746;16,9024;16,9162;16,7742;16,6126;16,4771;16,312;1,94763;0,00960722;0,356025;3,60624;+
ifg-1;"Q21531;Q7JMF0";Initiation Factor 4G (eIF4G) family;16,6317;16,4799;16,2859;16,2844;16,7576;16,3326;15,8812;16,9859;0,0978295;0,755146;-0,0688803;-0,267137;
CELE_M142,5;Q21541;Uncharacterized protein;16,3621;16,2907;16,4643;16,2857;15,7155;15,758;16,1983;16,1536;1,58693;0,0209599;0,394364;2,94182;+
CELE_M153,1;Q21544;Uncharacterized protein;16,858;16,7062;16,7255;16,5285;16,2435;16,4734;16,4614;16,6131;1,34183;0,0370423;0,25673;2,51626;+
gss-1;Q21549;Glutathione synthetase;15,419;15,338;15,36;14,958;15,3076;15,4895;15,7417;15,4253;0,790907;0,130214;-0,22229;-1,59491;
chch-3;Q21551;MICOS complex subunit MIC19;18,6197;18,5341;18,5359;18,3947;17,7453;17,8086;17,8216;17,6086;4,58307;0;0,77509;11,4889;+
ddb-1;Q21554;DNA damage-binding protein 1;14,3978;14,1199;14,2671;14,2929;14,613;14,261;14,3274;14,4108;0,675345;0,171654;-0,133635;-1,39951;
dlc-2;Q21557;Probable dynein light chain 2, cytoplasmic;14,848;14,458;14,4091;14,2937;13,8889;14,7488;14,2626;13,051;0,652459;0,180641;0,51438;1,36034;
aly-3;Q21559;Ref/ALY RNA export adaptor family;17,5928;17,2164;17,3078;17,3947;16,9019;16,5709;16,5324;16,7649;2,94273;0,00161203;0,685398;5,81021;+
M28,5;Q21568;NHP2-like protein 1 homolog;18,8543;18,7017;18,7951;18,6124;18,8166;19,1664;18,5378;18,6818;0,15882;0,636608;-0,059792;-0,413356;
lact-3;Q21569;Beta-LACTamase domain containing;13,2902;13,2135;12,8289;13,1818;13,8506;13,0467;13,1103;13,5944;0,583871;0,213834;-0,271928;-1,24167;
CELE_M7,8;Q21589;Uncharacterized protein;14,4141;13,8903;14,7617;14,6086;16,1364;13,9148;14,8056;15,004;0,506645;0,256979;-0,54656;-1,10516;
mrps-34;Q21601;Mitochondrial Ribosomal Protein, Small;14,4123;14,0066;14,1765;14,3624;16,2268;14,5914;16,5697;14,7999;1,37903;0,0336268;-1,3075;-2,57981;+
ugt-62;Q21603;UDP-glucuronosyltransferase;17,2271;17,2194;17,1746;17,2111;17,5464;17,2463;17,0701;17,2514;0,296804;0,441605;-0,0704951;-0,709065;
cah-4;"Q21614;Q8WQD8";Carbonic AnHydrase;16,6723;16,7737;16,6764;16,7226;17,6518;18,0887;17,5802;17,58;3,73212;0,000619718;-1,01396;-8,13578;+
CELE_R01H10,7;Q21623;Uncharacterized protein;12,4688;11,9801;12,3048;11,8378;13,2689;12,4841;12,7169;12,3479;1,17318;0,0532077;-0,556591;-2,23163;
cor-1;Q21624;Coronin-like protein cor-1;16,0704;16,051;16,1055;15,8628;15,7567;15,2033;15,1186;15,4452;2,24036;0,0055151;0,64146;4,18993;+
div-1;Q21625;DNA polymerase alpha subunit B;14,0502;13,7126;13,7741;13,5635;13,9751;13,8778;13,5115;13,8411;0,0652566;0,830967;-0,0262649;-0,183453;
ubc-18;Q21633;UBiquitin Conjugating enzyme;17,1863;16,8801;17,0313;16,9121;17,1182;16,8925;16,8128;17,1838;0,00190063;0,994313;0,0006423;0,00570481;
mop-25,1;Q21643;MO25 (MOuse embryo scaffolding Protein) homolog;15,1289;14,8395;14,8953;14,7236;15,6543;15,663;15,3792;16,3514;2,07821;0,00719938;-0,865178;-3,86106;+
CELE_R02F2,7;Q21649;Uncharacterized protein;15,0924;16,1618;15,7675;15,6756;15,8892;16,7535;17,0703;16,4987;1,40994;0,0309268;-0,878627;-2,63288;+
nrde-3;Q21691;Nuclear RNAi defective-3 protein;13,2214;13,1414;12,6608;12,9277;12,0558;13,355;13,5404;13,6097;0,150628;0,65003;-0,152379;-0,394399;
ife-2;Q21693;Eukaryotic translation initiation factor 4E-2;16,57;16,3682;16,4066;16,5506;16,1108;16,1971;16,0578;16,167;2,91605;0,00166127;0,340687;5,74192;+
R04B3,2;Q21697;Putative N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase;13,6697;13,8488;13,2636;13,687;12,8782;12,3845;12,1937;12,9847;2,34963;0,00429991;1,00699;4,42007;+
CELE_R04B5,5;Q21702;Uncharacterized protein;16,2111;16,0359;15,9926;15,7631;15,0734;15,7191;15,0288;15,7357;1,52288;0,0240397;0,611408;2,82894;+
ugt-47;Q21706;Putative UDP-glucuronosyltransferase ugt-47;15,5236;15,6346;15,7483;15,0154;14,582;14,9395;15,1924;15,9745;0,403406;0,334534;0,308383;0,915986;
CELE_R04F11,3;Q21730;Uncharacterized protein;14,6998;14,5669;14,5209;14,1183;14,8167;13,9335;14,0401;14,5682;0,223863;0,530676;0,136875;0,557704;
CELE_R04F11,2;Q21732;Uncharacterized protein;19,2916;19,1654;19,3093;19,1786;19,5281;19,0872;19,0669;19,1341;0,102807;0,744884;0,032187;0,279549;
ran-4;Q21735;Probable nuclear transport factor 2;16,4558;16,4459;16,2133;16,4679;16,5154;16,6743;16,6398;16,9722;1,42751;0,0296378;-0,304698;-2,66314;+
edc-3;Q21740;Yeast Enhancer of DeCapping homolog;14,7561;14,5439;15,2121;14,6763;14,5008;14,3885;14,3186;14,4186;1,39358;0,0324097;0,390495;2,60476;+
CELE_R05F9,6;Q21742;Uncharacterized protein;17,5812;17,2903;17,235;17,0662;17,1702;17,0711;16,9756;17,2237;0,746403;0,144861;0,183023;1,52006;
sgt-1;Q21746;Small Glutamine-rich Tetratrico repeat protein;17,7945;17,6742;17,7744;17,5174;17,5071;17,1218;17,0817;17,3362;1,96776;0,00929087;0,428437;3,64498;+
aagr-2;Q21750;Acid Alpha Glucosidase Relate;16,8303;16,4805;16,846;16,5431;16,5319;16,5716;16,5607;16,4601;0,71251;0,156469;0,143905;1,46274;
vdac-1;Q21752;Probable voltage-dependent anion-selective channel;20,7411;20,9102;20,6832;20,5026;20,3519;20,8389;20,4652;20,439;0,650681;0,181458;0,18553;1,35729;
plc-4;Q21754;Phosphoinositide phospholipase C;13,4192;13,5596;13,0622;13,5346;13,9545;13,4912;13,2182;13,4948;0,323978;0,411146;-0,145772;-0,763213;
R05G6,4;Q21755;Nitric oxide synthase-interacting protein homolog;13,9697;13,7728;13,9436;13,1246;13,805;13,786;14,1169;13,671;0,266569;0,475977;-0,142072;-0,647475;
CELE_R05H5,3;Q21763;Uncharacterized protein;18,0815;17,9446;17,9734;17,6099;18,1277;17,8455;17,7729;17,9858;0,0863382;0,780764;-0,0306206;-0,238118;
wago-1;Q21770;Argonaute protein wago-1;15,6402;15,4636;15,5814;15,45;15,8153;15,3698;15,3237;15,8171;0,124398;0,700086;-0,047677;-0,332342;
cpg-3;Q21771;Chondroitin proteoglycan 3;13,4534;13,4475;13,1965;12,6363;14,5968;14,3037;13,6689;13,9505;1,83397;0,0127716;-0,946547;-3,39105;+
dhp-1;Q21773;Dihydropyrimidinase 1;13,6809;13,8268;13,8843;12,5902;14,4152;14,6392;14,2147;14,0959;1,38152;0,0333218;-0,845673;-2,58408;+
adsl-1;Q21774;Adenylosuccinate lyase;15,806;16,5032;15,2757;15,6556;16,3048;15,738;15,6811;16,3077;0,262733;0,480647;-0,19778;-0,63955;
bub-1;Q21776;Mitotic checkpoint serine/threonine-protein kinase bub-1;13,5978;14,5308;14,0321;14,039;14,406;13,8029;13,4505;14,2892;0,0772567;0,801856;0,0627725;0,214805;
pqn-53;Q21793;Prion-like-(Q/N-rich)-domain-bearing protein;14,8909;14,635;14,8199;14,7055;14,2469;13,9546;14,1106;14,4143;2,66444;0,00250539;0,581238;5,12597;+
kmo-1;Q21795;Kynurenine 3-monooxygenase;14,7869;13,6115;14,1115;14,4837;15,2513;15,2086;14,8654;15,2899;1,80445;0,013542;-0,905437;-3,3361;+
gana-1;Q21801;GAlactosidase/N-Acetylgalactosaminidase;18,9856;17,5076;17,975;19,0289;18,4699;19,5066;18,7349;19,0179;0,602368;0,204307;-0,558036;-1,27388;
CELE_R07E3,1;"Q21810;Q2L6U9";Uncharacterized protein;15,6434;15,5068;15,7331;15,2122;15,6326;15,1486;15,7717;14,7893;0,314662;0,422011;0,188322;0,74477;
CELE_R07E4,3;Q21817;Uncharacterized protein;16,2231;16,4507;16,5865;15,797;15,5141;15,4695;15,3512;14,8284;2,22478;0,00573333;0,9735;4,15771;+
CELE_R07E5,7;Q21821;Uncharacterized protein;13,2967;13,9887;13,7046;12,4886;12,6008;13,0889;12,8257;13,5139;0,42258;0,320093;0,362295;0,951824;
prdx-3;Q21824;Probable peroxiredoxin prdx-3;19,6374;19,4302;19,4583;19,3792;18,7422;18,9082;18,9152;19,1178;2,95206;0,00156839;0,555415;5,83423;+
pdcd-2;Q21826;PDCD (Mammalian ProgrammeD Cell Death protein) homolog;14,3513;14,5258;14,6169;14,7211;14,0582;15,0381;14,2748;14,1924;0,290562;0,449495;0,16287;0,696472;
R07E5,1;Q21827;G patch domain-containing protein 1 homolog;11,6728;13,0076;11,3986;10,746;10,5627;11,815;9,81555;10,9094;0,719744;0,153872;0,930608;1,475;
R07E5,13;Q21828;Probable mitochondrial pyruvate carrier 1;14,6282;14,2826;14,6863;14,1686;14,4186;14,1985;13,8217;13,4606;0,96941;0,0847687;0,466565;1,89238;
cku-80;Q21829;ATP-dependent DNA helicase II subunit 2;15,5273;13,3052;14,9078;16,0672;16,305;16,9359;16,0246;16,1597;1,16994;0,0536875;-1,40444;-2,22621;
snfc-5;Q21831;SNF chromatin remodeling Complex component;14,0984;14,3964;13,9453;13,81;13,5768;13,2218;14,3842;14,6261;0,115707;0,718952;0,110255;0,311287;
rnp-4;Q21832;RNA-binding protein 8A;17,23;17,0713;17,3777;17,2399;16,5632;16,5785;16,2604;16,2972;3,58059;0,000676617;0,804851;7,63886;+
"CELE_R08C7,8;CELE_R08A2,2";"Q21840;Q9U395";Serine/threonine-protein phosphatase;14,672;14,3162;14,3654;14,4632;10,5075;6,57146;10,4185;10,5159;2,63123;0,00287646;4,95088;5,04828;+
CELE_R08E3,2;Q21849;Uncharacterized protein;14,0121;13,7041;13,9547;14,2478;13,996;13,5352;13,2191;13,5569;1,07529;0,0659912;0,40289;2,06831;
CELE_R08E3,1;"Q21850;Q7Z1P7";Uncharacterized protein;15,0219;14,7977;14,8254;14,8263;15,1937;14,647;14,2872;14,9346;0,200628;0,567722;0,102193;0,507301;
tag-147;Q21854;Uncharacterized protein;16,0803;15,8771;15,8153;15,8569;16,3277;16,2649;16,2422;16,2181;2,85886;0,00186441;-0,355825;-5,59754;+
R09H10,3;Q21882;Probable 5-hydroxyisourate hydrolase R09H10,3;15,5295;15,4452;15,4525;15,4827;16,3162;15,988;16,2857;16,3283;3,98672;0,000191176;-0,752015;-9,03325;+
CELE_R09H10,5;Q21884;Uncharacterized protein;16,2213;16,1092;15,9043;16,0022;16,4564;16,1173;16,2282;16,0716;0,705114;0,159262;-0,159147;-1,45019;
CELE_R102,2;Q21888;Uncharacterized protein;16,5115;16,3564;16,2144;15,5853;18,5969;16,6899;16,8323;17,2401;1,29893;0,0405153;-1,17291;-2,44335;+
CELE_R102,5;Q21891;Uncharacterized protein;15,1827;14,9576;14,8166;14,9103;15,2367;15,0095;14,717;15,2027;0,208722;0,55536;-0,0746851;-0,524994;
CELE_R105,1;Q21897;Uncharacterized protein;13,9778;12,8913;13,3832;12,146;13,7332;13,465;13,327;14,0597;0,618157;0,196689;-0,546642;-1,30125;
vha-1;Q21898;V-type proton ATPase 16 kDa proteolipid subunit 1;16,4725;16,5373;16,4263;16,3933;17,2068;17,224;17,0884;16,8686;3,47278;0,000744828;-0,639637;-7,30107;+
mcm-5;Q21902;DNA replication licensing factor mcm-5;15,7607;15,6247;15,1994;15,5806;16,3904;16,6439;15,9021;16,5698;2,17755;0,00611396;-0,835222;-4,06083;+
lpd-8;Q21915;LiPid Depleted;16,4473;15,9262;15,9722;16,1079;16,401;15,7552;15,8708;16,2073;0,106355;0,737558;0,0547829;0,288338;
CELE_R10H10,3;Q21916;Uncharacterized protein;15,8835;15,6032;15,9277;16,0074;15,6301;15,3693;14,8248;15,0383;1,74408;0,0154359;0,639803;3,22485;+
gkow-1;Q21924;G patch domain and KOW motifs-containing protein homolog 1;11,5294;12,2874;11,3103;11,969;11,6847;13,5413;14,3958;11,47;0,639819;0,186934;-0,998928;-1,33862;
pges-2;Q21925;ProstaGlandin E Synthase homolog;14,2752;14,2194;14,3571;14,5682;15,1715;15,3429;14,7536;15,1525;2,66439;0,00250239;-0,750147;-5,12586;+
irs-1;Q21926;Isoleucine--tRNA ligase, cytoplasmic;18,8239;18,61;18,7164;18,4643;17,7619;17,9513;17,7976;18,3053;2,52065;0,00299371;0,699615;4,79523;+
dhs-21;Q21929;L-xylulose reductase;16,9376;16,7381;16,763;16,9217;16,9866;16,7903;17,1963;17,0615;0,850651;0,112386;-0,168545;-1,69483;
rpl-28;Q21930;60S ribosomal protein L28;20,8328;20,6388;20,6515;20,5896;20,1068;21,0287;20,7224;20,6137;0,112254;0,726244;0,0602541;0,302851;
CELE_R11D1,10;Q21938;Uncharacterized protein;12,9242;13,0015;12,7926;12,0264;10,6808;10,2255;10,256;10,5722;3,96772;0,000185053;2,25259;8,96343;+
mrpl-49;Q21939;Probable 39S ribosomal protein L49, mitochondrial;12,5991;13,2674;12,7844;12,8348;13,5253;13,1885;13,751;13,8924;1,86008;0,0120052;-0,717928;-3,43998;+
